case_id,split,dataset_label,fg_id,bg_id,foreground_category,background_category,candidate_source,candidate_id,model_rank,is_top3,score,tier,label,x,y,w,h,model_version,runtime_ms
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.2,0.241205,0.8,simopa-rgb-mask-v1,25
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.6,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_09,9,no,1.0,recommended,推荐,0.08,0.18,0.241205,0.8,simopa-rgb-mask-v1,25
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_10,10,no,1.0,recommended,推荐,0.04,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_11,11,no,1.0,recommended,推荐,0.758795,0.2,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_12,12,no,1.0,recommended,推荐,0.3,0.2,0.241205,0.8,simopa-rgb-mask-v1,25
opa_test_013,test,1,178226,366257,boat,boat,prior_pool,prior_08,13,no,0.6536,acceptable,可接受,0.72,0.12,0.241205,0.8,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.429688,0.102083,0.442188,0.520833,simopa-rgb-mask-v1,199
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.479,0.444647,0.521,simopa-rgb-mask-v1,26
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.444647,0.521,simopa-rgb-mask-v1,25
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.479,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.479,0.444647,0.521,simopa-rgb-mask-v1,25
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.555353,0.3,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_08,9,no,1.0,recommended,推荐,0.555353,0.12,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_09,10,no,1.0,recommended,推荐,0.08,0.18,0.444647,0.521,simopa-rgb-mask-v1,23
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_10,11,no,1.0,recommended,推荐,0.04,0.479,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_11,12,no,1.0,recommended,推荐,0.555353,0.479,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_014,test,1,1078397,379285,donut,fork,prior_pool,prior_12,13,no,1.0,recommended,推荐,0.3,0.2,0.444647,0.521,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.195312,0.023419,0.396875,0.800937,simopa-rgb-mask-v1,202
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.2,0.402802,0.8,simopa-rgb-mask-v1,26
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.2,0.402802,0.8,simopa-rgb-mask-v1,25
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.597198,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_08,9,no,1.0,recommended,推荐,0.597198,0.12,0.402802,0.8,simopa-rgb-mask-v1,27
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_10,10,no,1.0,recommended,推荐,0.04,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_11,11,no,1.0,recommended,推荐,0.597198,0.2,0.402802,0.8,simopa-rgb-mask-v1,25
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_12,12,no,1.0,recommended,推荐,0.3,0.2,0.402802,0.8,simopa-rgb-mask-v1,24
opa_test_015,test,1,593796,213399,zebra,zebra,prior_pool,prior_09,13,no,0.9999,recommended,推荐,0.08,0.18,0.402802,0.8,simopa-rgb-mask-v1,25
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.917188,0.570833,0.078125,0.23125,simopa-rgb-mask-v1,205
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.07814,0.2325,simopa-rgb-mask-v1,31
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_03,3,yes,1.0,recommended,推荐,0.15,0.55,0.07814,0.2325,simopa-rgb-mask-v1,28
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_10,4,no,1.0,recommended,推荐,0.04,0.68,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_11,5,no,0.9998,recommended,推荐,0.78,0.52,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_04,6,no,0.9967,recommended,推荐,0.55,0.55,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_09,7,no,0.5583,acceptable,可接受,0.08,0.18,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_05,8,no,0.5417,acceptable,可接受,0.52,0.46,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_07,9,no,0.0014,rejected,不推荐,0.6,0.3,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_02,10,no,0.0,rejected,不推荐,0.42,0.3,0.07814,0.2325,simopa-rgb-mask-v1,25
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_06,11,no,0.0,rejected,不推荐,0.25,0.3,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_08,12,no,0.0,rejected,不推荐,0.72,0.12,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_016,test,1,2198049,317687,fire hydrant,fire hydrant,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.07814,0.2325,simopa-rgb-mask-v1,24
opa_test_017,test,1,1055814,298623,broccoli,broccoli,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.221875,0.556338,0.217188,0.366197,simopa-rgb-mask-v1,211
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.220316,0.3674,simopa-rgb-mask-v1,26
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.220316,0.3674,simopa-rgb-mask-v1,24
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.55,0.220316,0.3674,simopa-rgb-mask-v1,26
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.55,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.220316,0.3674,simopa-rgb-mask-v1,24
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.6,0.3,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_08,9,no,1.0,recommended,推荐,0.72,0.12,0.220316,0.3674,simopa-rgb-mask-v1,24
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_09,10,no,1.0,recommended,推荐,0.08,0.18,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_10,11,no,1.0,recommended,推荐,0.04,0.6326,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_11,12,no,1.0,recommended,推荐,0.779684,0.52,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_017,test,1,1055814,298623,broccoli,broccoli,prior_pool,prior_12,13,no,1.0,recommended,推荐,0.3,0.2,0.220316,0.3674,simopa-rgb-mask-v1,23
opa_test_018,test,1,1926922,414401,cake,cake,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.370312,0.53125,0.451562,0.432812,simopa-rgb-mask-v1,195
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.567279,0.4517,0.432721,simopa-rgb-mask-v1,25
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_03,3,yes,1.0,recommended,推荐,0.15,0.55,0.4517,0.432721,simopa-rgb-mask-v1,25
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_04,4,no,1.0,recommended,推荐,0.5483,0.55,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_05,5,no,1.0,recommended,推荐,0.52,0.46,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_07,6,no,1.0,recommended,推荐,0.5483,0.3,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_10,7,no,1.0,recommended,推荐,0.04,0.567279,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_11,8,no,1.0,recommended,推荐,0.5483,0.52,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_02,9,no,0.9911,recommended,推荐,0.42,0.3,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_08,10,no,0.0309,rejected,不推荐,0.5483,0.12,0.4517,0.432721,simopa-rgb-mask-v1,25
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_06,11,no,0.0,rejected,不推荐,0.25,0.3,0.4517,0.432721,simopa-rgb-mask-v1,26
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_09,12,no,0.0,rejected,不推荐,0.08,0.18,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_018,test,1,1926922,414401,cake,cake,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.4517,0.432721,simopa-rgb-mask-v1,24
opa_test_019,test,1,1078801,60467,donut,donut,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.194444,0.51567,0.184524,0.233618,simopa-rgb-mask-v1,197
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.58,0.186344,0.2362,simopa-rgb-mask-v1,25
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.55,0.186344,0.2362,simopa-rgb-mask-v1,22
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.55,0.186344,0.2362,simopa-rgb-mask-v1,22
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.186344,0.2362,simopa-rgb-mask-v1,24
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_10,7,no,1.0,recommended,推荐,0.04,0.68,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_11,8,no,1.0,recommended,推荐,0.78,0.52,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_06,9,no,0.9999,recommended,推荐,0.25,0.3,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_07,10,no,0.9996,recommended,推荐,0.6,0.3,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_12,11,no,0.9986,recommended,推荐,0.3,0.2,0.186344,0.2362,simopa-rgb-mask-v1,22
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_09,12,no,0.9083,recommended,推荐,0.08,0.18,0.186344,0.2362,simopa-rgb-mask-v1,23
opa_test_019,test,1,1078801,60467,donut,donut,prior_pool,prior_08,13,no,0.0,rejected,不推荐,0.72,0.12,0.186344,0.2362,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.114062,0.311475,0.501563,0.489461,simopa-rgb-mask-v1,197
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.512705,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.5019,0.487295,simopa-rgb-mask-v1,25
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.512705,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.4981,0.512705,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.4981,0.46,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.5019,0.487295,simopa-rgb-mask-v1,23
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.4981,0.3,0.5019,0.487295,simopa-rgb-mask-v1,23
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.512705,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.4981,0.512705,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_12,11,no,0.9972,recommended,推荐,0.3,0.2,0.5019,0.487295,simopa-rgb-mask-v1,23
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_08,12,no,0.6857,acceptable,可接受,0.4981,0.12,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_020,test,1,56104,417334,horse,horse,prior_pool,prior_09,13,no,0.0,rejected,不推荐,0.08,0.18,0.5019,0.487295,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.371875,0.339583,0.525,0.610417,simopa-rgb-mask-v1,200
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,26
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.525999,0.6118,simopa-rgb-mask-v1,25
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.474001,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.474001,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.525999,0.6118,simopa-rgb-mask-v1,25
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.474001,0.3,0.525999,0.6118,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_09,9,no,1.0,recommended,推荐,0.08,0.18,0.525999,0.6118,simopa-rgb-mask-v1,27
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_10,10,no,1.0,recommended,推荐,0.04,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,25
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_11,11,no,1.0,recommended,推荐,0.474001,0.3882,0.525999,0.6118,simopa-rgb-mask-v1,24
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_12,12,no,0.3228,rejected,不推荐,0.3,0.2,0.525999,0.6118,simopa-rgb-mask-v1,25
opa_test_021,test,1,586326,80105,bear,bear,prior_pool,prior_08,13,no,0.0,rejected,不推荐,0.474001,0.12,0.525999,0.6118,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.365625,0.016667,0.595313,0.65625,simopa-rgb-mask-v1,201
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.401644,0.3,0.598356,0.6568,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.401644,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.401644,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.401644,0.3,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_08,9,no,1.0,recommended,推荐,0.401644,0.12,0.598356,0.6568,simopa-rgb-mask-v1,25
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_09,10,no,1.0,recommended,推荐,0.08,0.18,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_10,11,no,1.0,recommended,推荐,0.04,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_11,12,no,1.0,recommended,推荐,0.401644,0.3432,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_022,test,1,1079904,379285,donut,fork,prior_pool,prior_12,13,no,1.0,recommended,推荐,0.3,0.2,0.598356,0.6568,simopa-rgb-mask-v1,24
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_03,1,yes,1.0,recommended,推荐,0.15,0.55,0.389441,0.4199,simopa-rgb-mask-v1,26
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_05,2,yes,1.0,recommended,推荐,0.52,0.46,0.389441,0.4199,simopa-rgb-mask-v1,27
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_10,3,yes,0.9999,recommended,推荐,0.04,0.5801,0.389441,0.4199,simopa-rgb-mask-v1,24
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_01,4,no,0.9995,recommended,推荐,0.38,0.58,0.389441,0.4199,simopa-rgb-mask-v1,27
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_11,5,no,0.9991,recommended,推荐,0.610559,0.52,0.389441,0.4199,simopa-rgb-mask-v1,25
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_04,6,no,0.9985,recommended,推荐,0.55,0.55,0.389441,0.4199,simopa-rgb-mask-v1,28
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_08,7,no,0.9968,recommended,推荐,0.610559,0.12,0.389441,0.4199,simopa-rgb-mask-v1,25
opa_test_023,test,1,586987,357510,bear,bear,opa_position,opa_position,8,no,0.9967,recommended,推荐,0.603125,0.167187,0.389062,0.41875,simopa-rgb-mask-v1,197
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_09,9,no,0.0025,rejected,不推荐,0.08,0.18,0.389441,0.4199,simopa-rgb-mask-v1,24
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_07,10,no,0.0009,rejected,不推荐,0.6,0.3,0.389441,0.4199,simopa-rgb-mask-v1,24
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_02,11,no,0.0,rejected,不推荐,0.42,0.3,0.389441,0.4199,simopa-rgb-mask-v1,27
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_06,12,no,0.0,rejected,不推荐,0.25,0.3,0.389441,0.4199,simopa-rgb-mask-v1,25
opa_test_023,test,1,586987,357510,bear,bear,prior_pool,prior_12,13,no,0.0,rejected,不推荐,0.3,0.2,0.389441,0.4199,simopa-rgb-mask-v1,24
opa_test_024,test,1,586934,357510,bear,bear,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.359375,0.217188,0.446875,0.610938,simopa-rgb-mask-v1,201
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,27
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.447436,0.6118,simopa-rgb-mask-v1,28
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,25
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_06,7,no,1.0,recommended,推荐,0.25,0.3,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_07,8,no,1.0,recommended,推荐,0.552564,0.3,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_10,9,no,1.0,recommended,推荐,0.04,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_11,10,no,1.0,recommended,推荐,0.552564,0.3882,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_12,11,no,1.0,recommended,推荐,0.3,0.2,0.447436,0.6118,simopa-rgb-mask-v1,25
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_09,12,no,0.9999,recommended,推荐,0.08,0.18,0.447436,0.6118,simopa-rgb-mask-v1,25
opa_test_024,test,1,586934,357510,bear,bear,prior_pool,prior_08,13,no,0.002,rejected,不推荐,0.552564,0.12,0.447436,0.6118,simopa-rgb-mask-v1,26
opa_test_025,test,1,589018,213399,zebra,zebra,opa_position,opa_position,1,yes,1.0,recommended,推荐,0.007812,0.367681,0.434375,0.480094,simopa-rgb-mask-v1,207
opa_test_025,test,1,589018,213399,zebra,zebra,prior_pool,prior_01,2,yes,1.0,recommended,推荐,0.38,0.5192,0.435982,0.4808,simopa-rgb-mask-v1,26
opa_test_025,test,1,589018,213399,zebra,zebra,prior_pool,prior_02,3,yes,1.0,recommended,推荐,0.42,0.3,0.435982,0.4808,simopa-rgb-mask-v1,25
opa_test_025,test,1,589018,213399,zebra,zebra,prior_pool,prior_03,4,no,1.0,recommended,推荐,0.15,0.5192,0.435982,0.4808,simopa-rgb-mask-v1,25
opa_test_025,test,1,589018,213399,zebra,zebra,prior_pool,prior_04,5,no,1.0,recommended,推荐,0.55,0.5192,0.435982,0.4808,simopa-rgb-mask-v1,25
opa_test_025,test,1,589018,213399,zebra,zebra,prior_pool,prior_05,6,no,1.0,recommended,推荐,0.52,0.46,0.435982,0.4808,simopa-rgb-mask-v1,25
