case_id,split,fg_id,bg_id,position,scale,label,composite_path,mask_path,width,height,mask_width,mask_height,usable,note
opa_test_091,test,1555056,78478,"[61, 13, 155, 76]",0.2424,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1555056_78478_61_13_155_76_0.2424_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1555056_78478_61_13_155_76_0.2424_0.jpg,640,480,640,480,yes,
opa_test_092,test,362276,107745,"[230, 263, 155, 49]",0.2437,0,assets/datasets/opa/raw/new_OPA/composite/test_set/362276_107745_230_263_155_49_0.2437_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_362276_107745_230_263_155_49_0.2437_0.jpg,640,480,640,480,yes,
opa_test_093,test,1662754,90888,"[318, 22, 94, 48]",0.1483,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1662754_90888_318_22_94_48_0.1483_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1662754_90888_318_22_94_48_0.1483_0.jpg,640,428,640,428,yes,
opa_test_094,test,1184703,65011,"[304, 479, 48, 71]",0.1117,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1184703_65011_304_479_48_71_0.1117_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1184703_65011_304_479_48_71_0.1117_0.jpg,439,640,439,640,yes,
opa_test_095,test,365276,141200,"[125, 92, 307, 259]",0.5508,0,assets/datasets/opa/raw/new_OPA/composite/test_set/365276_141200_125_92_307_259_0.5508_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_365276_141200_125_92_307_259_0.5508_0.jpg,640,471,640,471,yes,
opa_test_096,test,341620,73009,"[201, 217, 103, 85]",0.2769,0,assets/datasets/opa/raw/new_OPA/composite/test_set/341620_73009_201_217_103_85_0.2769_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_341620_73009_201_217_103_85_0.2769_0.jpg,375,500,375,500,yes,
opa_test_097,test,2218606,78478,"[189, 29, 208, 241]",0.5036,0,assets/datasets/opa/raw/new_OPA/composite/test_set/2218606_78478_189_29_208_241_0.5036_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_2218606_78478_189_29_208_241_0.5036_0.jpg,640,480,640,480,yes,
opa_test_098,test,167615,57284,"[148, 190, 320, 147]",0.5012,0,assets/datasets/opa/raw/new_OPA/composite/test_set/167615_57284_148_190_320_147_0.5012_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_167615_57284_148_190_320_147_0.5012_0.jpg,640,480,640,480,yes,
opa_test_099,test,1186734,65011,"[310, 352, 82, 70]",0.1877,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1186734_65011_310_352_82_70_0.1877_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1186734_65011_310_352_82_70_0.1877_0.jpg,439,640,439,640,yes,
opa_test_100,test,1115550,193855,"[110, 127, 160, 122]",0.3675,0,assets/datasets/opa/raw/new_OPA/composite/test_set/1115550_193855_110_127_160_122_0.3675_0.jpg,assets/datasets/opa/raw/new_OPA/composite/test_set/mask_1115550_193855_110_127_160_122_0.3675_0.jpg,500,333,500,333,yes,
